fold,fill_na,Sim_Metric,Components,k_neighboors,mae_test,mse_test,elapsed_time
1,mean,euclidean,398.0,63.0,0.9401134514632421,0.969594477842795,15.815536975860596
1,mean,euclidean,398.0,126.0,0.9386549248021705,0.9688420535888037,49.448662757873535
1,mean,cosine,1.0,1.0,1.4070904342042143,1.186208427808627,1.1612520217895508
1,mean,cosine,1.0,2.0,1.1231923242691415,1.05980768268075,0.994189977645874
1,mean,cosine,1.0,4.0,1.1676683005268065,1.0805870166380893,1.1794559955596924
1,mean,cosine,1.0,8.0,1.0688892408060482,1.0338709981453431,1.3830499649047852
1,mean,cosine,1.0,16.0,1.0384840335731336,1.0190603679729349,1.9040162563323975
1,mean,cosine,1.0,32.0,1.0456563917310928,1.0225734163037354,4.467111110687256
1,mean,cosine,1.0,63.0,1.0630652727705445,1.0310505675138075,13.54362177848816
1,mean,cosine,1.0,126.0,1.0616721083097527,1.0303747416885531,47.473536014556885
1,mean,cosine,2.0,1.0,1.2116758133312058,1.100761469770452,1.6433970928192139
1,mean,cosine,2.0,2.0,1.0669395776801935,1.0329276730150052,1.2661311626434326
1,mean,cosine,2.0,4.0,1.0084141289882964,1.0041982518349135,1.5019917488098145
1,mean,cosine,2.0,8.0,0.9785736866365751,0.9892288343131609,1.8917560577392578
1,mean,cosine,2.0,16.0,0.9677997618055727,0.9837681443335989,2.315467119216919
1,mean,cosine,2.0,32.0,0.9568117543663788,0.9781675492298744,7.839056015014648
1,mean,cosine,2.0,63.0,0.9551096201418462,0.9772970992189869,20.78095269203186
1,mean,cosine,2.0,126.0,0.9556623963993505,0.9775798670182148,54.69227194786072
1,mean,cosine,6.0,1.0,1.1003473626595648,1.0489744337492524,1.2732350826263428
1,mean,cosine,6.0,2.0,0.9726391932041365,0.9862247173966674,1.0277061462402344
1,mean,cosine,6.0,4.0,0.9134982925687335,0.9557710461029532,1.1754639148712158
1,mean,cosine,6.0,8.0,0.8895372769078116,0.9431528385727371,1.5606861114501953
1,mean,cosine,6.0,16.0,0.88844141176445,0.9425717011264714,2.0432188510894775
1,mean,cosine,6.0,32.0,0.8971526031981502,0.9471813993096307,7.970418214797974
1,mean,cosine,6.0,63.0,0.9132746691728226,0.9556540530824021,24.226800203323364
1,mean,cosine,6.0,126.0,0.9389807260163754,0.9690101784895633,69.17315602302551
1,mean,cosine,13.0,1.0,1.063308209924445,1.031168371278156,1.2881479263305664
1,mean,cosine,13.0,2.0,0.9351986685632878,0.967056703902769,1.2122471332550049
1,mean,cosine,13.0,4.0,0.8834333405880327,0.939911347196124,1.1765491962432861
1,mean,cosine,13.0,8.0,0.8722312316303497,0.9339332051224807,1.5507707595825195
1,mean,cosine,13.0,16.0,0.8761178596940029,0.9360116771141281,2.2346880435943604
1,mean,cosine,13.0,32.0,0.8925136879477654,0.9447294257869633,7.350208044052124
1,mean,cosine,13.0,63.0,0.9156626636604868,0.9569026406382661,23.29691171646118
1,mean,cosine,13.0,126.0,0.9486816563066572,0.9740029036438532,62.209616899490356
1,mean,cosine,31.0,1.0,1.0504561251135631,1.024917618696041,1.3103156089782715
1,mean,cosine,31.0,2.0,0.9348045231297987,0.9668528963238403,1.0837409496307373
1,mean,cosine,31.0,4.0,0.8900651392147488,0.9434326362887543,1.1894168853759766
1,mean,cosine,31.0,8.0,0.881483120174083,0.9388733248815215,1.4603910446166992
1,mean,cosine,31.0,16.0,0.8911164546839146,0.9439896475512402,2.0676820278167725
1,mean,cosine,31.0,32.0,0.9113797887660785,0.9546621333048035,7.355790853500366
1,mean,cosine,31.0,63.0,0.9392176716724314,0.969132432473721,14.389959335327148
1,mean,cosine,31.0,126.0,0.9767490590231576,0.9883061565239577,59.24642491340637
1,mean,cosine,72.0,1.0,1.0501226428545625,1.0247549184339455,1.2694573402404785
1,mean,cosine,72.0,2.0,0.9479613202745801,0.9736330521683105,1.0894970893859863
1,mean,cosine,72.0,4.0,0.9130948129144829,0.9555599473159614,1.2366840839385986
1,mean,cosine,72.0,8.0,0.9132079667358387,0.9556191536045302,1.4913218021392822
1,mean,cosine,72.0,16.0,0.9295634161545889,0.9641386913481841,2.2574610710144043
1,mean,cosine,72.0,32.0,0.9566969859683238,0.9781088824708237,7.58014988899231
1,mean,cosine,72.0,63.0,0.9885266656853822,0.994246783090286,22.939810752868652
1,mean,cosine,72.0,126.0,1.0310223619449532,1.0153927131632141,56.40865898132324
1,mean,cosine,169.0,1.0,1.066256618902675,1.0325970263867095,1.5098481178283691
1,mean,cosine,169.0,2.0,0.9940337644894088,0.9970124194258609,1.4827840328216553
1,mean,cosine,169.0,4.0,0.9799116696607699,0.9899048790973656,1.4177682399749756
1,mean,cosine,169.0,8.0,1.0092631370696423,1.0046208922124018,1.9278888702392578
1,mean,cosine,169.0,16.0,1.0406923081118442,1.0201432782270559,5.743283271789551
1,mean,cosine,169.0,32.0,1.0673315547802567,1.033117396417395,7.611532211303711
1,mean,cosine,169.0,63.0,1.0844441552779278,1.0413664846142916,21.189799070358276
1,mean,cosine,169.0,126.0,1.1104967464180828,1.0538010943333105,57.141119956970215
1,mean,cosine,398.0,1.0,1.1992647872788813,1.0951094864345214,1.3235280513763428
1,mean,cosine,398.0,2.0,1.1778608042807828,1.0852929578140562,1.173281192779541
1,mean,cosine,398.0,4.0,1.2379544672010325,1.1126340221299331,1.211441993713379
1,mean,cosine,398.0,8.0,1.3023468260563669,1.1412041123551768,1.71470308303833
1,mean,cosine,398.0,16.0,1.258694140638238,1.1219153892510068,2.0822157859802246
1,mean,cosine,398.0,32.0,1.2215996026047027,1.1052599705972812,6.782055854797363
1,mean,cosine,398.0,63.0,1.1922054736577918,1.09188162071618,12.623409271240234
1,mean,cosine,398.0,126.0,1.1839081076733775,1.088075414515638,50.345324993133545
