fill_na,Sim_Metric,Components,k_neighboors,mae_test,mse_test,elapsed_time
mean,euclidean,85.0,316.0,1.6411974504857898,1.3011009968771825,4.253381967544556
mean,euclidean,206.0,1.0,1.3895277171946487,1.1915298015074274,0.2358078956604004
mean,euclidean,206.0,2.0,1.239643245326642,1.1371593450438975,0.2360548973083496
mean,euclidean,206.0,5.0,1.194947256923206,1.100918712808525,0.24848628044128418
mean,euclidean,206.0,12.0,1.2336408124425322,1.111016972768584,0.2805907726287842
mean,euclidean,206.0,27.0,1.311331267608428,1.1481564038433971,0.39613914489746094
mean,euclidean,206.0,61.0,1.4324674711839476,1.205445733953388,0.5426769256591797
mean,euclidean,206.0,139.0,1.6278795702477276,1.2920754206215563,0.9937920570373535
mean,euclidean,206.0,316.0,1.6817153257887891,1.3161933602658675,3.1637990474700928
mean,euclidean,501.0,1.0,1.364461246642751,1.1852252245439434,0.23360204696655273
mean,euclidean,501.0,2.0,1.2222274032583769,1.106863665938619,0.2322530746459961
mean,euclidean,501.0,5.0,1.167664619638873,1.0808128665672971,0.2585909366607666
mean,euclidean,501.0,12.0,1.1932055286672532,1.08682902187204,0.2755610942840576
mean,euclidean,501.0,27.0,1.2774865968642752,1.1201935644978949,0.3538370132446289
mean,euclidean,501.0,61.0,1.4162345324254328,1.1676894560390358,0.5323669910430908
mean,euclidean,501.0,139.0,1.5965057574873749,1.254073273947259,0.8390679359436035
mean,euclidean,501.0,316.0,1.6625475876332532,1.3058258875999464,2.4324378967285156
mean,cosine,1.0,1.0,1.1415902993086358,1.0792614449675664,0.39580798149108887
mean,cosine,1.0,2.0,1.0509194121290322,1.033046852712565,0.19913220405578613
mean,cosine,1.0,5.0,0.9985263798883267,1.0007320145454333,0.235975980758667
mean,cosine,1.0,12.0,0.9785879799755849,0.9922737637774305,0.30877017974853516
mean,cosine,1.0,27.0,0.9711086090056343,0.986914385673444,0.34877490997314453
mean,cosine,1.0,61.0,0.9674256433246522,0.9837464834283212,1.1531529426574707
mean,cosine,1.0,139.0,0.9641615374092423,0.9820545578599685,1.7256989479064941
mean,cosine,1.0,316.0,0.9729832068852952,0.9854967985354242,4.54147481918335
mean,cosine,2.0,1.0,1.1599433993999848,1.065513110432314,0.1932218074798584
mean,cosine,2.0,2.0,1.0395571459660502,1.0135626455772822,0.18470001220703125
mean,cosine,2.0,5.0,0.9762357691279441,0.9850315461400763,0.21145892143249512
mean,cosine,2.0,12.0,0.9545306125239104,0.976607169973503,0.23311805725097656
mean,cosine,2.0,27.0,0.9523330452123201,0.9761062932904226,0.2996082305908203
mean,cosine,2.0,61.0,0.9583366576493072,0.9801547618467827,0.43049120903015137
mean,cosine,2.0,139.0,0.9641452389757036,0.9829611077393701,0.7483928203582764
mean,cosine,2.0,316.0,0.9768954012924759,0.9866436926162371,2.099224805831909
mean,cosine,6.0,1.0,1.14842556986616,1.0700923821087254,0.1929941177368164
